企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
贵州禾尧科技有限公司,云计算运维工程师,广州,12000.0,15000.0,"岗位职责： 1、精通Linux系统管理、维护，熟练部署基于Linux系统的相关服务架构; 
2、精通Linux系统相关技能、熟悉服务器系统硬件; 
3、精通常见的网站平台LAMP、LNMP架构; 
4、熟悉HA集群、LB集群架构; 
5、熟悉SHELL编程、Python编程; 
6、熟悉MySQL、Redis数据库存储原理、集群演变、高可用、负载均衡; 
7、熟悉自动化运维工具Ansible并熟练运用其模块、 PlayBook; 
8、熟悉华为云、阿里云等公有云使用; 
9、掌握ELK平台及多种日志分析工具; 
  购买五险，提供住宿  前期需要到贵阳出差，具体时间待定。",本科,1-3年,全职,互联网,5,1,13500.0,3000.0,12K-20K,大中型企业,IT互联网,1500.0
山东东明石化集团有限公司,AI&大数据分析岗位,北京,12000.0,24000.0,"岗位职责：  1.负责探索石化行业新技术的应用场景，并协助科技公司和集团业务部门开展相关技术的探索和落地  
     任职资格：       研究生以上学历，计算机科学与技术、大数据、人工智能相关专业；",硕士,经验不限,全职,石油/石化,6,5,18000.0,12000.0,12K-20K,大中型企业,能源化工,6000.0
深圳琏善质量工程技术服务有限公司,SupplierQualityManager(PVModules)供应商质量经理（光伏组件）,深圳,10000.0,15000.0,"Location 工作地点: 辽宁、山东、江苏、浙江、安徽、河北、陕西、陕西、广东、福建、湖南、湖北、光学
Key Responsibilities主要工作职责
·      
Conduct
Supplier Audits & drive Supplier Qualification using client’s Supplier
Quality Program
·      
负责按照客户要求对光伏组件供应商进行审核和资格确认
·      
Conduct
inspection & process audit to ensure product quality during all stages of
Supplier Qualification&Product Launches & Mass Production
·      
在供应商新产品试产和量产阶段对产品和生产过程进行审核和检验，保证产品质量符合要求
·      
Drive
suppliers & ensure adherence to client’s 
PPAP Requirement (PFC, FMEA, QCP, FAI etc.)
·      
主导和审核 供应商按照客户要求提交
PPAP
·      
Ensure
control of process and product parameters at supplier to meet End Product
Requirement
·      
确保供应商的产品特性在工艺过程得到相应的控制，保证产品质量符合要求
·      
Support
new Product Launches & ensure compliance to
required Standards & Product Requirement.
·      
在新产品开发阶段确保产品符合相应的标准和法规要求
·      
Facilitate
RCA & Corrective Actions of SQ issues. On-site Supplier visits for RCA
& Verification of CAPA
·      
触发和监控供应商的矫正预防措施的实施和效果验证　
·      
Organize
& evaluate supplier quality data, identify & work on improvement
opportunities within Supply Base
·      
供应商质量数据的收集、整理和分析触发供应商的质量改善活动
Qualifications 资格要求
·      
Electrical
or Equivalent engineering degree 
·      
 电气或相关专业工程背景
·      
5+",大专,3-5年,兼职/临时,工程技术与设计服务,4,2,12500.0,5000.0,12K-20K,大中型企业,房地产建筑,2500.0
广州视源电子科技股份有限公司,电控硬件工程师（H00282）,广州,15000.0,25000.0,"1、负责洗衣机、冰箱、厨电等控制器强电部分的设计开发；   
       2、负责产品的器件选型与评估；   3、负责电路的调试与电路性能测试；   4、负责产品验证的缺陷改进，提升产品可靠性；   5、负责产品开发过程中中规格文档、BOM等技术资料的编制；   6、负责产线及客户端问题的解决。   职位要求   1、3年以上强电设计开发经验，有白电、厨电、变频器相关产品设计经验更佳；   2、具备较好的电源专业知识（如反激，PFC，BUCK等拓扑结构，安全法规，器件知识等）和数字电路基础，并能在产品设计和开发中熟练应用；   3、工作耐心细致、认真严谨，有强烈的规范意识和成本控制意识；   4、具备良好的独立分析问题和解决问题的能力，有研究气质，学习能力强；   5、具备良好的团队协作能力和客户服务意识；   6、抗压力较好，能适应多任务切换，具备创业精神。   base广州/合肥/青岛都ok",本科,3-5年,全职,电子/半导体/集成电路,5,2,20000.0,10000.0,20K-30K,大中型企业,电子硬件,5000.0
广州视源电子科技股份有限公司,电控硬件工程师（H00282）,青岛,15000.0,25000.0,"1、负责洗衣机、冰箱、厨电等控制器强电部分的设计开发；   
       2、负责产品的器件选型与评估；   3、负责电路的调试与电路性能测试；   4、负责产品验证的缺陷改进，提升产品可靠性；   5、负责产品开发过程中中规格文档、BOM等技术资料的编制；   6、负责产线及客户端问题的解决。   职位要求   1、3年以上强电设计开发经验，有白电、厨电、变频器相关产品设计经验更佳；   2、具备较好的电源专业知识（如反激，PFC，BUCK等拓扑结构，安全法规，器件知识等）和数字电路基础，并能在产品设计和开发中熟练应用；   3、工作耐心细致、认真严谨，有强烈的规范意识和成本控制意识；   4、具备良好的独立分析问题和解决问题的能力，有研究气质，学习能力强；   5、具备良好的团队协作能力和客户服务意识；   6、抗压力较好，能适应多任务切换，具备创业精神。   base广州/合肥/青岛都ok",本科,3-5年,全职,电子/半导体/集成电路,5,2,20000.0,10000.0,20K-30K,大中型企业,电子硬件,5000.0
山西乐娱科技有限公司,网络运维工程师,太原,5000.0,10000.0,"岗位职责： 1、负责相关产品的数据运营，包括产品策划及运营等； 3、对新进项目、既有产品进行管理； 4、为相关业务提供售前、售中、售后技术支持服务； 5、对本省客户提供现场技术服务； 6、负责对各项目、产品的文档、资料收集工作；整理、更新培训资料； 7、在所辖区域内进行公司产品、项目推广、推进相关工作； 8、能完成公司下达的任务，及协助领导其他事物处理。 任职要求：
 1、具备计算机软件及相关专业，熟悉windwos操作系统、服务器硬件和存储设备，能够部署windows服务器操作系统和软硬件故障排除，有运营商行业销售、服务相关经验优先；
2、有驾驶证的优先考虑，需要短期的省内出差（一般为1到5天） 3、需要具备一些计算机软硬件的基础知识 4、我们项目实施中可能会遇到诸如：演示、布线、开孔、调试、安装、故障解决等工作内容。 5、善于沟通，能与开发团队配合，能将发现的问题认真进行总结和与同事交流并且有较强的分析、解决问题能力。 6、工作细致有耐心，动手能力强，思维敏捷有上进心； 7、我们希望你有自己的奋斗目标，因为这样可能会带来双赢的结果； 9、如果你心思细腻，做事认真，那这也将会是你的一个加分项，因为我们希望我们的项目能尽善尽美的完成。 10、最后说明，我们这个岗位目前不涉及到研发。
职位福利：加班补助、全勤奖、交通补助、补充医疗保险、员工旅游、节日福利、五险一金、带薪年假 
  来源：马 克 团 队",中专/中技,1-3年,全职,互联网,99,1,7500.0,5000.0,5K-8K,大中型企业,IT互联网,2500.0
上海华简检测技术有限公司,化学分析仪器测试工程师,上海,8000.0,15000.0,"来源：百度搜索马克数据网    。1：负责相应仪器（HPLC,LC-MS（MS）,GC，GC-MS（MS）,ICP-OES或ICP-MS等）的化学或元素分析测试工作；2：负责相应仪器的操作和维护；3：优化测试方法与条件，提高测试效率和质量，按计划开展相应的能力验证等活动；4：研读行业标准及法规，指导或协助编写和审核技术指导文件；5：上级交办的其它工作；",本科,1-3年,全职,检测/认证,5,1,11500.0,7000.0,8K-12K,大中型企业,专业服务,3500.0
安徽融兆智能有限公司,电力售前技术支持工程师（全国各地）,合肥,12000.0,20000.0,职责描述：1、负责售前技术方案输出及为客户讲解； 2、负责区域价值客户、山头业务技术对接； 3、负责区域市场洞察及客户痛点需求管理； 4、负责销售等业务部门技术专业能力提升； 5、技术类重要客户日常维护。 任职要求： 1、熟悉中、低压电气市场应用，了解竞争格局；具有较强的市场洞察力和市场信息管理能力、商业成功动机强；2、了解中压、低压电气产品及相关产品标准和测试方法； 3、具有较强的沟通能力、演讲能力，工作思路条理清晰、商业成功动机强； 4、 适应工作出差，性格外向，抗压能力强。,本科,3-5年,全职,仪器仪表制造,5,2,16000.0,8000.0,12K-20K,大中型企业,制造业,4000.0
河南省亿晟贸易有限公司,it主管,郑州,6000.0,8000.0,岗位职责：  1.：公司ERP系统的管理；  2.管理公司网络、电脑及相关设备；  3.负责计算机应用、ERP知识的培训工作；  4.负责公司IT系统建设的总体规划，并组织实施；  5.统计公司内部电脑使用率，合理调配电脑硬件资源；  任职资格：  1.电脑硬件、软件维护；网络组建；服务器、路由器等配置；数据库使用与维护；ERP系统相 关知识；  2.熟练对电脑及网络进行维护；熟练对服务器等相关设备进行配置与管理；熟练使用ERP系统，并了解相关管理方法及公司业务流程；有较全面的计算机及网络技术；对企业信息化建设比较了解。    来自：www.macrodatas.cn,大专,3-5年,全职,零售/批发,4,2,7000.0,2000.0,5K-8K,大中型企业,零售贸易,1000.0
山东东明石化集团有限公司,数字化转型规划和项目管理岗,北京,12000.0,24000.0,"数据由马 克 团 队整理        岗位职责:  1.参与集团数字化转型规划，负责管理IT项目工作，确保IT项目的目标达成、资源有效利用和项目交付；  
2.负责数字化项目和合作伙伴管理，开展项目服务质量监控工作，以确保外包服务的高效交付和符合业务需求；  
3.了解最新的数字化技术手段，并选择适用的业务场景，开展新技术的尝试和落地工作。  任职要求：  本科或研究生学历，计算机科学与技术、信息管理、信息安全、通信工程等相关专业；",本科,经验不限,全职,石油/石化,5,5,18000.0,12000.0,12K-20K,大中型企业,能源化工,6000.0
山东东明石化集团有限公司,AI&大数据分析岗位,菏泽,8000.0,16000.0,"岗位职责：  1.负责探索石化行业新技术的应用场景，并协助科技公司和集团业务部门开展相关技术的探索和落地  
     任职资格：       研究生以上学历，计算机科学与技术、大数据、人工智能相关专业；   
      来源：百度马 克 数据网",硕士,经验不限,全职,石油/石化,6,5,12000.0,8000.0,12K-20K,大中型企业,能源化工,4000.0
山东东明石化集团有限公司,AI&大数据分析岗位,济南,9000.0,18000.0,"岗位职责： 1.负责探索石化行业新技术的应用场景，并协助科技公司和集团业务部门开展相关技术的探索和落地 
   任职资格：    研究生以上学历，计算机科学与技术、大数据、人工智能相关专业；  
 。（macrodatas.cn） （来 自 马 克 数 据 网）",硕士,经验不限,全职,石油/石化,6,5,13500.0,9000.0,12K-20K,大中型企业,能源化工,4500.0
葫芦岛港集团有限公司,注册安全工程师(J10032),葫芦岛,8000.0,10000.0,岗位职责: 1、负责港口危货二级标准化体系建设； 2、负责建立健全危货安全管理制度； 3、完善石化分公司相应工程的安全评价； 4、负责石化分公司现场的安全检查，做好相关检查记录，落实隐患整改； 5. 负责石化分公司三级培训教育及日常安全教育培训； 6. 负责编制应急预案及应急演练并做好相关记录； 7. 负责安全生产事故的调查处理； 8、参与其他安全管理工作。 任职要求: 1、30-45岁之间，具有国家注册安全工程师（化工类）执业资格； 2、具有3年以上化工类企业安全管理工作经验； 3、本科及以上学历，化工及相关专业； 4、熟悉化工（罐区）行业安全管理知识及相关专业技术知识； 5、有良好的组织协调能力，独立判断能力，指挥能力及现场处置能力。    来源：马 克 团 队,本科,3-5年,全职,贸易/进出口,5,2,9000.0,2000.0,8K-12K,大中型企业,零售贸易,1000.0
上海衍梓智能科技有限公司,技术支持工程师（设备）,上海,12000.0,19000.0,"岗位职责：1、客户端设备Start up； 设备保质期内工艺调试、设备维护、故障排除，客户端设备操作、维护和培训；保质期外设备维护、故障排除等；2、技术简报的发布；设备CIP操作文档编写、客户要求的文档编写；备品备件的管理；3、积极主动去了解及解决技术及客户问题,并能达成双向(客户及公司)间沟通；4、培养和带领年轻的技术支持工程师；5、完成领导交办的其他工作。 任职要求：1、大学专科及以上学历，3年以上半导体设备及工艺经验；；2、具有国内大型芯片厂客户端工作经验；3、具有工艺调试、设备维护、故障排除等实际操作经验；4、良好的客户沟通能力和积极主动及建设性的工作态度；5、具有责任心和团队协作精神。 工作地址：上海市闵行区剑川路951号零号湾，1号楼，2号楼 附近交通：1、轨道交通：地铁5号线剑川路站，1号口出，步行5分钟即可。2、公交线路：、891路、143路、881路、江川7路、闵行10路、莘南专线、闵行16路、莘团线、虹桥枢纽4路、虹桥枢纽5路等。",大专,3-5年,全职,电子/半导体/集成电路,4,2,15500.0,7000.0,12K-20K,大中型企业,电子硬件,3500.0
无锡众星微系统技术有限公司,ATE测试开发工程师(J11800),无锡,25000.0,50000.0,岗位职责:  1.负责ATE测试项目开发，包括定义测试计划、开发和调试测试程序、加载板等，准备相关样品。  2.与供应商合作完成ProbeCard/LoadBoard/Socket的设计和制造。  3.完成CP和FT测试程序开发/调试/Release，保证ATE测试质量。  4.和其他团队合作，完成芯片特性化分析和Correlation验证。  5.测试数据分析，测试方法/覆盖率/成本/良率/交期等优化，解决测试中遇到的各种问题。负责持续提高测试覆盖率和测试成品率，在整个产品生命周期内定义和执行测试程序TTR。  6.作为团队成员，协助收集和分析与ATE测试相关的故障样本或角落批次的数据日志。和QA、PE协作处理RMA，芯片故障和失效分析。  7.作为团队成员参与确定测试供应商的工作流程、标准和规范。  8.配合质量部完成综合管理体系相关工作。  任职要求:  1.电气、光电工程、电子工程、通信工程、微电子或相关专业。  2.至少5年ATE测试相关工作经验，熟悉CPU、GPU或同等规模SOC芯片的量产测试开发。  3.精通S100/V50或Chroma、J750或93k数字/SOC ATE平台，熟悉各种测试prober。  4.具备熟练编程技能（例如C，C++，VB，Python等）。  5.熟悉测试和DFT理论，数字和混合信号半导体测试理论。  6.工作沉稳、细致、有担当，具独立处理事务的能力；良好的团队合作精神，认真负责的工作态度；英语读写顺畅。。数据由马 克 数 据整理,本科,5-10年,全职,电子/半导体/集成电路,5,3,37500.0,25000.0,30K以上,大中型企业,电子硬件,12500.0
成都鑫豪斯,技术支持,武汉,4000.0,7000.0,"岗位职责： 1、客户使用产品过程中的远程或电话技术支持、故障诊断、分析及解决； 
2、参与售前技术咨询及售后服务工作，为客户提供技术支持； 
3、负责公司人员技术培训，定期就专项或新技术进行发布和培训； 
4、对客户进行设备操作、日常维护等技术培训。   
    任职要求：   1、大专或本科以上以上学历，电子、自动化、机械类相关专业； 
2、专业基础扎实，学习能力强，有上进心； 
3、具有良好的沟通表达、人际交往能力，善于沟通和处理客户关系； 
4、如有兴趣，后续可往销售岗位转。",大专,1-3年,全职,电子/半导体/集成电路,4,1,5500.0,3000.0,5K-8K,其他,电子硬件,1500.0
官渡区牧哲咨询服务部,松鼠AI学习系统课程顾问,昆明,4000.0,8000.0,"岗位职责:
1. 负责Ai人工智能学习系统的推广体验和效果介绍 
2、负责抖音等线上平台和线下方式的宣传推广和客户服务
任职资格：
自信乐观、有进取心，热爱销售，敢于挑战自我赢得高薪。
抗压能力强、热爱销售、执行力强、有责任心、团队合作意识强
经常跳槽，没有赚钱欲望请绕道...
综合薪资:
4000-15000，提供住宿",大专,1-3年,全职,人工智能,4,1,6000.0,4000.0,5K-8K,其他,IT互联网,2000.0
青岛华烁高科新能源技术有限公司,嵌入式硬件工程师,青岛,10000.0,16000.0,"岗位职责：  1、完成计划开发产品硬件电路的设计开发、联调测试和送检认证等工作；  2、搭建产品系统硬件架构；  3、协助编制生产和测试工艺，解决技术工程问题；  4、产品后期技术维护，硬件后续改良升级；  5、编写项目文档、以及其他有关文档；  
  任职要求：  1、本科以上学历，电子、电气类，电力自动化、机电一体化、计算机应用，通信信息等相关专业；  2、熟练掌握 应用软件，能够独立完成原理图设计和PCB设计；  3、具有扎实的模拟电路、数字电路基础，熟悉ARM系列芯片外围电路的设计，有丰富的硬件产品开发经验，具备扎实的技术应用能力。  4、具有一定的EMI、EMC电路设计经验；  5、具有技术分析问题能力，能够对硬件故障进行分析、定位和排除。  
  搜索马 克 数 据 网",本科,3-5年,全职,电子/半导体/集成电路,5,2,13000.0,6000.0,12K-20K,大中型企业,电子硬件,3000.0
南昌英萃网络科技有限公司,产品经理,南昌,6000.0,10000.0,"任职资格:
1、大专以上学历，零售行业产品设计经验，出口跨境电商经验优先；
2、至少熟悉并独立完成核心流程产品设计
3、有流程再造之魄力，同时又紧贴公司现实考虑，不天马行空，但做事果断；
4、敏锐的用户需求挖掘能力，熟悉产品需求文档的撰写，具备较强的产品原型设计和交互体验设计能力，对产品有很好的直觉，注重细节；
5、善于沟通协调，项目驱动能力强，具备较强的逻辑思维能力、抗压能力；
6、具备目标意识，良好的跨部门协调能力、项目管理能力，以及强的执行能力和团队合作能力。 工作时间：5天制，五险一金，节日福利，带薪年假  来自马-克-数-据-官网",大专,1年以下,全职,贸易/进出口,4,0,8000.0,4000.0,8K-12K,大中型企业,零售贸易,2000.0
青岛华烁高科新能源技术有限公司,硬件工程师,青岛,8000.0,15000.0,岗位职责：     1.负责产品需求分析、设计开发、运行和维护等工作；       2.负责原理图设计及PCB开发，生命周期内产品升级和维护；       3.物料选型及跟踪产品生产及运行的相关工作；       4.按要求及时完成技术文档的撰写及归档工作。    任职要求：     1.熟练掌握常用的EDA设计软件，能够独立完成原理图设计和PCB设计；       2.具有较好的模拟电路、数字电路基础，熟悉ARM系列芯片外围电路的设计，有丰富的硬件产品开发经验；       3.掌握常用工具和仪器仪表的使用；       4.熟悉电路仿真分析软件，具有一定的EMI、EMC电路设计经验；,本科,1-3年,全职,电子/半导体/集成电路,5,1,11500.0,7000.0,8K-12K,大中型企业,电子硬件,3500.0
广州益清净科技有限公司,运维工程师,深圳,8000.0,11000.0,"负责基金、保险、证券、信托等行业的估值系统应用软件的驻场运维服务工作。
岗位要求：
1、计算机相关专业，统招本科，有金融估值经验优先；
2、2年以上软件开发、实施或售后维护工作经验，具备基本的网络配置等操作；
3、熟悉 UNIX/LINUX 操作系统,具备基本的网络配置等操作；
4、熟悉 Salserver数据库、ORACLE数据库、SQL语言；
5、良好的学习能力、文档编写能力；
6、良好的语言表达能力，抗压能力好；
了、良好的服务意识和团队合作精神；
8、较强的责任心和沟通协调能力，能承担较大工作强度；
职位福利：全勤奖、年终分红、餐补、房补、定期团建、带薪年假、绩效奖金、五险一金    马-克-数据",本科,3-5年,全职,互联网,5,2,9500.0,3000.0,8K-12K,大中型企业,IT互联网,1500.0
迪龙新能源科技河北有限公司,嵌入式软件工程师,石家庄,30000.0,50000.0,"百度搜索马 克 数 据 网       职位描述 1、负责车载电源产品软件开发； 
2、负责公司前沿电力电子领域产品软件开发，关键技术突破； 
3、负责电力电子产品软件架构设计，控制系统实现； 
4、编写或指导软件开发过程相关文件（需求、设计 等）。   
    岗位要求：    1、本科以上学历，电子信息/计算机/软件/通信/自动化等相关专业；    2、5年以上嵌入式软件开发经验，至少2年以上车载产品开发经验 ；    3、熟悉汽车行业软件开发，熟悉autosar，功能安全，ASPICE优先考虑；    4、熟练使用C语言，熟悉MISRA-C编码规范更佳；    5、良好的自我管理能力和团队协作精神。",本科,1-3年,全职,新能源,5,1,40000.0,20000.0,30K以上,大中型企业,能源化工,10000.0
新乡通盛易达信息咨询有限公司,硬件工程师,新乡,8000.0,10000.0,"职责描述：
1、负责医疗类设备底层软件/固件定义、开发，包括电路原理图、PCB Layout、系统调试、系统测试和验证工作；
2、负责解决研发和测试的硬件问题；
3、负责从样机到产品量产转产、测试工装制作、可靠性设计及成本控制；
4、参与团队产品规划设计工作，带领团队与其他组联机调试；
5、负责相关文档编写和归档。
  任职要求：  
1、计算机、电子、通信或信息等相关专业，统招大专、本科及以上学历，3年以上经验；  
2、有独立设计系统的项目经验；  
3、有扎实的专业理论基础和良好的电路设计能力，熟悉常用的电子元器件；  
4、熟悉PCB电路设计，能够独立设计电路；  
5、熟悉底层硬件系统，不限于单片机和ARM，熟悉FPGA开发；  
6、掌握电磁兼容及可靠性设计，有实际的解决经验，熟悉安规（如CCC/UL/TUV/CE）及行业相关标准；  
7、具有较强的团队意识与良好的沟通能力，较强的学习能力以及快速解决问题的能力。",大专,3-5年,全职,医疗设备/器械,4,2,9000.0,2000.0,8K-12K,大中型企业,医药健康,1000.0
江西诚韬科技有限公司,运维工程师,九江,3000.0,4000.0,"经验要求：  1、熟悉掌握和使用Windows、Linux操作系统相关命令，了解常用的Shell工具；  
2、熟悉和掌握mysql、oracle等数据库的管理及日常维护，熟练掌握常用的sql语句；  
3、具备较强的业务沟通能力，能够耐心、迅速的分析理解提出的问题和需求。  
4、具备良好的团队合作精神，高度的责任感，对工作积极严谨。  
5、具有软件运维相关经验者优先考虑。     工作内容：       1、常驻九江客户现场，负责软件系统及服务器的日常维护、日常巡检，保证系统正常运行；    2、积极主动与客户沟通交流软件运行过程中的问题及解决情况，进度信息等；    3、能够及时发现客户问题并进行正确和满意的指导和回复；    4、与客户建立良好的关系，提供日常技术顾问咨询；    5、负责按照客户的要求编写文件及相关报告；    6、负责客户交办的其他工作   
    欢迎加入诚韬             
             公司地址：江西省南昌市红谷滩新区岭口路888号物联网产业大厦三楼             工作地址：九江市濂溪区八里湖大道156号     职位福利：五险一金、带薪年假、绩效奖金、工会福利等    来自马克数据网",本科,经验不限,全职,计算机软件,5,5,3500.0,1000.0,5K以下,大中型企业,IT互联网,500.0
燕梭金融信息科技(上海)有限公司,Java软件开发,上海,12000.0,18000.0,"岗位职责：1、 与业务人员和需求分析师进行沟通，充分了解业务人员提出的需求，并能够准确的转化成技术实现；2、 参与大型商业应用系统设计和软件开发；3、 参与保险核心业务系统及数据分析平台的开发；4、 负责项目中系统开发任务，能够按照详细设计文档，进行规范的代码编写；5、 单元测试。完成单元测试代码编写，并进行单元测试工作。
岗位要求：1、统招大学本科及以上学历，计算机及相关专业2、3年及以上J2EE应用软件开发工作经验，精通JAVA语言、JSP、JavaScript、SERVLET、JDBC，熟悉Struts架构、iBatis或者Hibernate3、熟悉Oracle数据库的PLSQL语言，能熟练应用Oracle的分析函数，存储过程,函数;精通PL/SQL，熟悉SQL调优及索引优化部分项目需要熟悉MySQL数据库4、熟悉OracleWeblogic中间件，熟练掌握Oracle数据库脚本的性能调优方法，有大量数据处理或开发经验者优先;5、熟练使用CVS、SVN版本管理工具6、具有良好规范的编码风格7、具备良好的沟通能力、团队合作精神以及较强的学习能力8、有金融行业项目开发经验或有详细设计经验优先考虑。9、熟悉数据库优化，包括SQL优化、索引及其他数据库优化手段；

。来自马克数据网",本科,3-5年,全职,计算机软件,5,2,15000.0,6000.0,12K-20K,大中型企业,IT互联网,3000.0
阿贝力特科技(北京)有限公司黑龙江省分公司,软件实施工程师,齐齐哈尔,3000.0,6000.0,职位要求：1、计算机相关专业，大专以上学历。2、了解生产型企业的产供销及财务相关业务，了解ERP系统各业务模块的业务逻辑、前后台配置，并可快速处理ERP各业务模块的咨询、故障、请求、需求的能力者优先。3、有ERP软件、协同办公软件实施、服务工作经验者优先。4、负责客户项目实施，对客户系统进行运维服务，具有良好的沟通能力、学习能力。5、具备良好的团队合作精神，尊重企业文化，具备良好的执行力。 岗位职责：1、负责项目软件的实施工作；2、负责编写需求分析报告、软件实施方案、项目总体计划等的能力；3、根据公司各部门实际工作职责及需求主导软件项目系统的实施；4、负责对公司系统数据库数据进行维护与管理，对数据进行有效安全保护，定期检查、实时备份；5、负责协调资源、资源评估及紧急问题的处理；6、负责项目执行全过程及项目目标的实现；7、负责对项目进行用例测试、功能测试及阶段验收；。微信公众号马克数据网,大专,1-3年,全职,电气机械/电力设备,4,1,4500.0,3000.0,5K以下,大中型企业,制造业,1500.0
北京博数智源人工智能科技有限公司,数据分析师,北京,15000.0,30000.0,【岗位职责】1、 理解工业原理，并使用数据可视化、特征工程等方法清理数据，选择特征；2、 理解客户需求，并据此开发数据模型并优化算法；3、 推动工业数据模型产品的上线和服务的实施。【任职要求】1、 ***统招本科及以上学历；2、 熟练应用统计分析、特征工程和机器学习的经典方法并了解其原理，如PCA、树模型、SVM等，有相关项目经历更佳； 有无监督算法、异常检测算法或遗传算法经验者优先；3、 熟练使用python、R、java，C++中的一种或几种；4、 熟练使用或能迅速学习掌握excel函数，熟练使用VBA处理数据更佳；5、 熟练使用jmp/sas/spss/spotfire等数据可视化工具中的一种或几种；6、 做事踏实、严谨、细心，有优秀的学习能力与逻辑思维能力，对数据敏感；7、 优先统计学、数学、物理学专业，热爱数学或者编程；8、 年龄要求：25-32岁。,本科,3-5年,全职,计算机软件,5,2,22500.0,15000.0,20K-30K,大中型企业,IT互联网,7500.0
上海研润光机科技有限公司,算法工程师,上海,10000.0,20000.0,"1.材料学,机械出身 2.精通复合材料及金属材料特性. 
   3.精通C++    4.精通图形图像算法    5.精通运动控制算法  包吃住.",硕士,经验不限,全职,仪器仪表制造,6,5,15000.0,10000.0,12K-20K,大中型企业,制造业,5000.0
深圳市中瑞恒管理策划有限公司,巡检建筑安全工程师（武汉）,武汉,8000.0,15000.0,一、工作职责：1.对项目现场进行常态化的安全管理，做好项目的安全生产管理工作及部门资料归档工作； 2.作为项目检查负责人，对开发项目的现场安全状态检查； 3.对开发项目进行日检、周检、月检，提高项目安全状态，消除现场安全隐患； 4.掌握对于不同客户，不同项目检查尺度的把握，能够较好完成项目大型设备的检查工作； 5.完成甲方交办工作； 二、 教育背景及资质： 1.本科及以上学历，安全工程、工程管理、等相关专业优先； 2.年龄在25-38岁之间为佳； 3.有注册安全工程师、建造师等资质优先；  三、任职条件： 1.具有5年及以上（优秀者，可以放宽到3年）房建工程项目安全管理经验； 2.完整参与房建项目全过程的安全管理者优秀； 3.熟悉和掌握危大工程、临电、临时消防等安全管理要求； 4.持有注册安全工程师、或一级建造师等证书。 5.热爱第三方机构工作者优先。 6.大专及以上学历。 四、薪酬及待遇： 1. 提供有竞争力的薪酬、年底双薪、年终奖等； 2. 双休及法定节假日、年度旅游； 3. 依据国家法规缴纳相关保险。 工作地点：武汉。 关键词：建筑安全 第三方巡检,大专,3-5年,全职,咨询服务,4,2,11500.0,7000.0,8K-12K,大中型企业,专业服务,3500.0
苏州新星核电技术服务有限公司,注册安全工程师,乐山,8000.0,11000.0,1.25-50岁 大专及以上学历 3年以上安全经验  2.必须有安全C证  3.工作地点在四川乐山，不接受勿扰,大专,3-5年,全职,电力/水利/热力/燃气,4,2,9500.0,3000.0,8K-12K,大中型企业,能源化工,1500.0
上海英拜生物科技有限公司,技术支持,上海,10000.0,15000.0,"岗位职责：
1、根据项目需求，查阅相关文献，为项目准备相关技术资料； 2、审核项目实验结果是否符合趋势，改进或提供技术方案，推动实验进程 3、把控项目进度，如期交付实验结果 
 
    任职要求：   
1、硕士及以上学历；   
2、医学类、分子生物学类专业背景；   
3、熟悉生物医学领域分子、细胞、动物等相关基础实验优先考虑",硕士,经验不限,全职,医药制造,6,5,12500.0,5000.0,12K-20K,大中型企业,医药健康,2500.0
河北巨灵仪表制造有限公司,硬件工程师,武汉,4000.0,6000.0,岗位职责：1、负责智能产品的设计开发、元器件选型、原理图设计、LAYOUT工作等，为产品的可行性分析提供技术建议，协助研发团队完成各功能产品模块的开发工作； 2、参与产品开发的样品生产和批量试制工作，解决制样、试制过程中出现的硬件设计、LAYOUT等技术问题，参与产品开发各个阶段的技术评审；3、负责项目中所涉及到的相关文档的建立与维护。 任职要求： 1、 计算机或电子信息、通信、自动化、测控技术等电子类相关专业，大专以上学历； 2、3年以上嵌入式硬件产品的设计开发经验; 熟悉电子电路的原理设计、PCB设计；3、 工作积极主动，有强烈的责任感和严谨的工作作风，对智能电子产品有浓厚兴趣。,大专,3-5年,全职,仪器仪表制造,4,2,5000.0,2000.0,5K-8K,大中型企业,制造业,1000.0
青岛正信检测分析有限公司,技术支持,青岛,5000.0,10000.0,"工资待遇：1、底薪+绩效+奖金+五险2、双休+法定节假日3、年轻化管理团队、明确晋升渠道、团队活动等其他福利4、带薪年假、工龄工资5、有良好的晋升机会和发展空间岗位职责：
主要负责化学分析、食品药品、生物细菌等领域分包试验，要求独立完成实验室沟通工作，能初步处理分析试验数据，了解检测试验相关流程内容等，完成技术支持、技术咨询工作任职要求：1.专科及以上学历，化学分析、食品、生物等理工科相关专业优先，有中级职称的优先；2.熟悉OFFICE办公软件；3.有第三方检测工作经验者、资源者、有大型检测仪器使用经验者优先；4.工作细心，有责任性，有良好的学习能力。5.优秀应届毕业生也可考虑。6.薪资面议，福利从优。",大专,经验不限,全职,检测/认证,4,5,7500.0,5000.0,5K-8K,大中型企业,专业服务,2500.0
